ticker,net_income,equity,ebit,capital_employed,revenue,revenue_3y_ago,profit_3y_ago,total_debt,interest_expense,cfo,capex,total_assets,roe,roce,net_margin,operating_margin,revenue_cagr,profit_cagr,debt_to_equity,interest_coverage,ocf_ratio,fcf,fcf_margin,asset_turnover,final_score,score_debt_to_equity
ALBERTDAVD,172008000.0,3924834000.0,255241000.0,4072356000.0,3432465000.0,3124268000.0,352583000.0,123171000.0,2964000.0,-284358000.0,148559000.0,5114156000.0,0.043825547781129,0.0626764948840425,0.0501120914561401,0.0743608456313465,0.0318564398765857,(-0.21278065260002144+0j),0.0313824737555779,86.11369770580296,-1.6531672945444398,-432917000.0,-0.1261242285063358,0.6711693972573383,3.8095238095238093,3.8095238095238093
ALANKIT,198568000.0,2967193000.0,347751000.0,3287972000.0,3010058000.0,1281484000.0,23565000.0,115216000.0,38282000.0,492436000.0,384866000.0,4245558000.0,0.0669211608412395,0.1057645868030506,0.0659681640685993,0.1155296675346455,0.3292925127957922,(1.0349196826271818+0j),0.038829964886005,9.0839297842328,2.4799363442246487,107570000.0,0.0357368529111399,0.7089899608013834,3.761904761904762,3.761904761904762
AHLUCONT,2020813000.0,17984474000.0,3132711000.0,22865723000.0,40986231000.0,26711006000.0,1552166000.0,761318000.0,402984000.0,3594264000.0,1887831000.0,37059462000.0,0.1123643093481633,0.1370046772629931,0.0493046799057956,0.0764332538895806,0.1534069912500502,(0.09193298926187143+0j),0.0423319581100898,7.7737850634268355,1.7786227622249065,1706433000.0,0.0416342990893697,1.10595860781789,3.7142857142857144,3.7142857142857144
AEROENTER,531200000.0,7007219000.0,1143864000.0,8467861000.0,5785377000.0,3376238000.0,355438000.0,310665000.0,54173000.0,1396495000.0,1044252000.0,9751019000.0,0.0758075350577739,0.1350829920330529,0.0918176983107583,0.1977164150236017,0.1966474059475933,0.14331193370639972,0.0443349922415725,21.115020397615048,2.6289439006024096,352243000.0,0.0608850555460776,0.5933099914993499,3.666666666666667,3.666666666666667
ABBOTINDIA,14144400000.0,42331500000.0,18983800000.0,45101200000.0,64069700000.0,49103000000.0,7987000000.0,1966700000.0,114300000.0,10118400000.0,526000000.0,59173100000.0,0.3341341554161794,0.4209156297393417,0.2207658222217366,0.2962991866670204,0.0927350863398008,(0.20985581179348878+0j),0.0464594923402194,166.08748906386705,0.7153643844913888,9592400000.0,0.1497181975255073,1.0827504389663547,3.619047619047619,3.619047619047619
AKZOINDIA,4295000000.0,13302000000.0,5790000000.0,14533000000.0,40648000000.0,31087000000.0,2901000000.0,621000000.0,91000000.0,3110000000.0,1065000000.0,29034000000.0,0.3228837768756578,0.3984036331108511,0.1056632552647116,0.1424424325920094,0.0935033627079744,(0.13973831000995007+0j),0.0466847090663058,63.62637362637363,0.7240977881257276,2045000000.0,0.0503099783507183,1.4000137769511607,3.5714285714285716,3.5714285714285716
3MINDIA,4760674000.0,18464969000.0,7842089000.0,19716359000.0,44428602000.0,33339389000.0,2719711000.0,995353000.0,108023000.0,3551044000.0,554202000.0,30145917000.0,0.2578219329802286,0.3977452936416911,0.1071533603510639,0.1765099203436561,0.1004449890136458,(0.20517069205092286+0j),0.0539049375062584,72.59647482480582,0.7459120284228662,2996842000.0,0.067452988955178,1.4737850568619293,3.5238095238095237,3.5238095238095237
AKSHAR,-44481000.0,882116000.0,-47881000.0,922831000.0,1167691000.0,1725194000.0,70236000.0,59412000.0,10895000.0,-295716000.0,25095000.0,981131000.0,-0.0504253408848722,-0.0518849063371299,-0.0380931256642382,-0.0410048548802722,-0.1219956560187202,(-0.5706202141676439+0.7437076048046838j),0.0673516861727936,-4.394768242312988,6.648141903284548,-320811000.0,-0.274739635742675,1.190147900739045,3.4761904761904763,3.4761904761904763
AIAENG,10607360000.0,69269984000.0,13895215000.0,70461916000.0,42376384000.0,35231634000.0,6196809000.0,4905682000.0,210913000.0,11623070000.0,1370658000.0,78340737000.0,0.1531306835584082,0.197201776346814,0.2503130045262946,0.3278999690016024,0.0634825540483912,(0.19622552748886735+0j),0.0708197362944388,65.88126383864437,1.0957552114758056,10252412000.0,0.2419369241132042,0.5409239895202926,3.428571428571429,3.428571428571429
AIIL,42414100000.0,146893400000.0,41181800000.0,150493600000.0,28448800000.0,8928665000.0,6687378000.0,10542000000.0,510100000.0,3257200000.0,725000000.0,160874200000.0,0.2887406786145599,0.2736448593162766,1.4908924102246843,1.4475759961755856,0.4714961872084549,(0.8510499062778618+0j),0.0717663285076116,80.7327974906881,0.0767952166850174,2532200000.0,0.08900902674278,0.1768387970227668,3.3809523809523814,3.3809523809523814
INFY,3158000000.0,11205000000.0,4496000000.0,12407000000.0,19277000000.0,16311000000.0,2963000000.0,962000000.0,49000000.0,4351000000.0,263000000.0,17419000000.0,0.2818384649709951,0.3623760780204723,0.1638221714997146,0.2332313119261296,0.0572709184170099,0.0214728425629529,0.0858545292280232,91.75510204081633,1.3777707409753008,4088000000.0,0.2120661928723349,1.1066651357712842,3.333333333333334,3.333333333333334
AETHER,1584180000.0,22258850000.0,2224750000.0,22935170000.0,8386900000.0,5900480000.0,1089290000.0,1998700000.0,94910000.0,1000910000.0,4522940000.0,26442200000.0,0.0711707927408648,0.0970016790806434,0.1888874315897411,0.2652648773682767,0.1243582409459989,(0.1329750249163104+0j),0.0897934978671404,23.44062796333369,0.6318158290093298,-3522030000.0,-0.4199441986908154,0.3171786008728472,3.2857142857142856,3.2857142857142856
TCS,485530000000.0,947560000000.0,661270000000.0,1066280000000.0,2553240000000.0,1917540000000.0,383270000000.0,93920000000.0,7960000000.0,489080000000.0,39370000000.0,1596290000000.0,0.5124002701675884,0.6201654349701767,0.1901623035828986,0.2589924958092462,0.1001428211494679,0.082024466052522,0.0991177339693528,83.07412060301507,1.0073115976355735,449710000000.0,0.176133070138334,1.599483803068365,3.2380952380952377,3.2380952380952377
ADFFOODS,692557000.0,4926606000.0,941768000.0,5589221000.0,5580117000.0,4057961000.0,480981000.0,592336000.0,25761000.0,374157000.0,412382000.0,6281978000.0,0.1405748704077411,0.1684971841335313,0.124111555367029,0.1687720884705464,0.1120179870117441,0.12921299515899065,0.1202320623975207,36.55789759714297,0.5402544483703147,-38225000.0,-0.0068502147894031,0.8882738844357622,3.1904761904761902,3.1904761904761902
ACI,1621487000.0,18640132000.0,2304394000.0,21961560000.0,10394407000.0,11295843000.0,1882092000.0,2345752000.0,66725000.0,1762337000.0,2635721000.0,23934340000.0,0.0869890299060114,0.1049285205604702,0.1559961044434762,0.2216955714741591,-0.0273415663384923,(-0.04846622683782342+0j),0.1258441732064987,34.53569127013863,1.0868647112187764,-873384000.0,-0.0840244181317895,0.4342884324364072,3.142857142857143,3.142857142857143
ADSL,278100000.0,6017600000.0,675400000.0,7148900000.0,8070700000.0,4846700000.0,610300000.0,949000000.0,69200000.0,922700000.0,106700000.0,9253500000.0,0.0462144376495612,0.0944760732420372,0.0344579776227588,0.0836854300122666,0.1852819982876667,-0.2304812499296025,0.1577040680670034,9.760115606936417,3.31787126932758,816000000.0,0.1011064715576096,0.87217809477495,3.0952380952380953,3.0952380952380953
AARTECH,27642000.0,314556000.0,21568000.0,319872000.0,363522000.0,163364000.0,27975000.0,56375000.0,4219000.0,-15216000.0,4907000.0,428093000.0,0.0878762446114523,0.0674269707883153,0.0760394143958274,0.0593306594924103,0.3055438004565345,-0.0039836770276612254,0.1792208700517555,5.112111874851861,-0.5504666811373996,-20123000.0,-0.0553556593548671,0.8491659522580374,3.047619047619048,3.047619047619048
3IINFOLTD,253500000.0,3068800000.0,184700000.0,3508400000.0,7257600000.0,6770100000.0,-574900000.0,635100000.0,68600000.0,282500000.0,21600000.0,5728200000.0,0.0826055787278415,0.0526450803785201,0.0349289021164021,0.0254491843033509,0.0234484712960969,(-0.6194323317279858+0.6591625371651465j),0.20695385818561,2.692419825072886,1.1143984220907297,260900000.0,0.0359485229276895,1.2669948674976432,3.0,3.0
AARTIPHARM,2724048000.0,19899064000.0,3875859000.0,22493556000.0,20860021000.0,11920336000.0,1222511000.0,4208179000.0,268964000.0,3315615000.0,4438784000.0,29064051000.0,0.1368932729700251,0.1723097495122603,0.1305870209814266,0.1858032165931185,0.2050602138667325,0.30613277315594245,0.2114762282286242,14.410326289020093,1.2171646755123258,-1123169000.0,-0.053843138508825,0.7177258600323816,2.9523809523809526,2.9523809523809526
AARVI,100445000.0,1253234000.0,142944000.0,1329499000.0,5040768000.0,2834715000.0,120674000.0,267812000.0,30751000.0,-24026000.0,98958000.0,2130294000.0,0.0801486394400407,0.1075171925665231,0.019926527068891,0.0283575836063076,0.2115158564490735,-0.05932802641100321,0.2136967238360912,4.648434197261878,-0.2391955796704664,-122984000.0,-0.0243978695309921,2.366231139927165,2.904761904761904,2.904761904761904
AKG,8582000.0,529066000.0,20746000.0,533847000.0,1326906000.0,1863403000.0,19390000.0,113333000.0,10087000.0,12085000.0,69000.0,788366000.0,0.016221038584978,0.0388613216895477,0.0064676774390951,0.0156348678806185,-0.1070143996007216,(-0.2379147306803362+0j),0.2142133495631925,2.0567066521265,1.4081799114425542,12016000.0,0.009055652774198,1.6831091142946295,2.8571428571428568,2.8571428571428568
ADROITINFO,6883000.0,746763000.0,25330000.0,768019000.0,317122000.0,63710000.0,6187000.0,162217000.0,8074000.0,-134150000.0,84069000.0,964756000.0,0.0092171143990797,0.0329809548982512,0.021704580571515,0.0798746223850757,0.7074169517045368,0.036173667270612775,0.217226884567125,3.1372306167946493,-19.49004794421037,-218219000.0,-0.688123182875991,0.3287069476634506,2.8095238095238093,2.8095238095238093
ACCELYA,1290159000.0,2776759000.0,1780290000.0,3429080000.0,5284914000.0,3683981000.0,761877000.0,620263000.0,34219000.0,1445631000.0,192527000.0,4493375000.0,0.4646276468357534,0.5191742391545254,0.2441210963887018,0.3368626244438414,0.1278210105854778,(0.19193559969232576+0j),0.2233766056038712,52.02635962476987,1.1205060771579316,1253104000.0,0.2371096294092959,1.1761568976548809,2.761904761904762,2.761904761904762
AAREYDRUGS,40239000.0,1384805000.0,99842000.0,1413859000.0,4722350000.0,4916097000.0,65548000.0,348560000.0,38823000.0,103004000.0,52044000.0,2905920000.0,0.0290575207339661,0.0706166597942227,0.0085209694325918,0.0211424396751617,-0.0133133712038844,-0.15011027626667095,0.251703308408043,2.571722947737166,2.559805164144238,50960000.0,0.0107912374135758,1.6250791487721616,2.7142857142857144,2.7142857142857144
AKSHARCHEM,47704000.0,2637112000.0,104058000.0,2999178000.0,3462652000.0,3682191000.0,159148000.0,667667000.0,45794000.0,348225000.0,442028000.0,4153000000.0,0.0180894857707977,0.0346955065687998,0.0137767237366041,0.0300515327558183,-0.0202825468435253,(-0.3307559217928042+0j),0.253181131480195,2.2723064156876447,7.299702331041422,-93803000.0,-0.02708992991499,0.8337712496990127,2.6666666666666665,2.6666666666666665
AHLADA,37056000.0,1391440000.0,103797000.0,1472075000.0,1319951000.0,1312625000.0,51826000.0,357578000.0,45827000.0,135926000.0,377000.0,2116235000.0,0.0266314034381647,0.0705106737088803,0.0280737694050764,0.07863701001022,0.0018569438732221,(-0.10579529838689905+0j),0.2569841315471741,2.264974796517337,3.668123920552677,135549000.0,0.1026924484317978,0.6237260984720506,2.619047619047619,2.619047619047619
